Course Name,Course ID,Credit Count,Prerequisites
AST 354 Photometry II,AST 215,2,"BIOL 105, BIOL 106, CHEM 201
BIOL 380 Blood Banking/Urinalysis 3 credits
Basic understanding of the principles of immunohematology applied
to the area of blood blanking including major blood group systems,
principles for antigen/antibody detection and identification, donor blood
collection, transfusion evaluation, theory of renal function in health and
disease, specimen collection, handling, and processing, and components
of routine urinalysis"
AST 355 Astrometry,AST 353,2,"BIOL 105, BIOL 106"
"and AST 215
AST 357 Spectroscopy",AST 201,2,"BIOL 105, BIOL 106, BIOL 215 or consent
BIOL 403 Conservation Biology 3 credits
Applications of principles from ecology, genetics, behavior, demography,
economics, philosophy, and other fields to the conservation and
sustainable use of natural populations of plants and animals"
Introduction to Automotive Engineering,AE 102,1,"BIOL 215 or consent
BIOL 404 Wetlands 4 credits
To provide students the values and functions of wetlands and to use
wetlands as an example of the relationship of ecology to management,
and the impact that classification systems have politically"
Automotive Systems,AE 160,4,"BIOL 215
BIOL 406 Fish Management 4 credits
This course will explore the biology and diversity of fishes"
Automotive Driveability & Diagnosis,AE 261,4,"BIOL 215
BIOL 409 Advanced Field Ecology 4 credits
A field course focused on the function and dynamics of various North
American ecosystems"
Automotive Computers and Electronics,AE 262,4,"BIOL 105, BIOL 106, BIOL 215 or consent
BIOL 410 Global Change Biology 3 credits
This class examines the effects of natural and human-induced changes
in climate on terrestrial and marine ecosystems"
AE 280 Data Acquisition and Analysis,AE 261,3,"BIOL 105, BIOL 106, BIOL 215 or consent
BIOL 411 Human Genetics 3 credits
This course will examine multiple facets of human genetics"
AE 334 Fluid Power,MATH 121,3,"BIOL 105, BIOL 106, BIOL 215, or consent
BIOL 413 Bioinformatics 4 credits
The advent of next-generation DNA and RNA sequencing technology
has revolutionized Biology, leading to transformational insights in
disciplines spanning medicine, molecular taxonomy, conservation, and
agriculture"
Chassis Design and Testing,AE 364,4,"BIOL 105, BIOL 106, BIOL 211
BIOL 414 Ichthyology 4 credits
This course will discuss the evolution and diversification of fishes
with an emphasis on anatomy, physiology, development, behavior,
classification, and select fish"
AE 366 Automotive Thermodynamics & Engine Design,PHYS 221,3,"BIOL 306
www"
"or
CHEM 201
AE 387 Junior Design Project",CHEM 191,2,"BIOL 105, BIOL 106, BIOL 306
BIOL 417 Biology of Aging and Chronic Diseases 3 credits
Emphasis is placed on the biomedical aspects of aging and chronic
disease"
AE 436 Hybrid and Electric Vehicles,STAT 354,3,"BIOL 100 or BIOL 105
BIOL 420 Diagnostic Parasitology 4 credits
Clinically important parasites"
AE 465 Automotive Laboratory Experience,AE 366,2,"BIOL 100 or BIOL 105, BIOL 106 recommended
BIOL 421 Entomology 3 credits
Morphological, physiological, medical, and economic
significance of insects"
AE 468 Automotive Research Methods,AE 364,4,"BIOL 105 and BIOL 106 or consent
BIOL 423 Comparative Vertebrate Anatomy 4 credits
This course will explore the structure and function of the vertebrate
body in its diverse forms from fishes to mammals"
AE 488W Senior Design Project I,AE 366,3,"BIOL 105, BIOL 106, BIOL 306
BIOL 424 Developmental Biology 3 credits
Understanding the process of cell differentiation and development"
AE 489W Senior Design Project II,AE 387,3,"BIOL 100 or BIOL 105
BIOL 425 Developmental Biology Lab 1 credits
Biology 425 is an optional 1-credit laboratory addition to Developmental
Biology, Biology 424"
"Automotive Engineering Technology
AET 102 Introduction to Automotive Engineering
Technology",AE 488W,1,BIOL 211
Automotive Technology & Systems,AET 160,4,"BIOL 105, BIOL 106 or consent
BIOL 432 Lake Ecology 4 credits
This course is an introduction to the physical, chemical, and biological
characteristics and interactions of inland freshwater lakes"
Automotive Driveability and Diagnosis,AET 261,4,"BIOL 215
BIOL 433 Cardiovascular Physiology 3 credits
This course is a functional study of the heart and circulatory system"
Automotive Computers and Electronics,AET 262,4,"CHEM 201, BIOL 423
BIOL 435 Histology 4 credits
Study of types, arrangements and special adaptations of human
tissues"
AET 280 Data Acquisition and Analysis,EET 113,3,"BIOL 220
BIOL 436 Animal Behavior 4 credits
An exploration of behavioral strategy, communication, learning, and
social systems of animals, with emphases placed on the causes, evolution,
ecological implications, and function of behavior at the individual and
population level"
AET 334 Fluid Power,MATH 121,3,"BIOL 105, BIOL 106
BIOL 438 General Endocrinology 3 credits
This course provides the basis for understanding hormones and the
mechanisms of their actions in both the normal and pathological states"
AET 364 Chassis Design and Performance Testing,PHYS 211,4,"BIOL 100 or BIOL 105
BIOL 440 Wildlife Management 4 credits
A practical and didactic approach to understanding the practices and
challenges of managing wildlife populations"
Automotive Thermodynamics and Engine Design,AET 366,3,"BIOL 105, BIOL 106, BIOL 215, BIOL 306
BIOL 441 Plant Physiology 4 credits
Plant functions such as water relations, mineral nutrition, translocation,
metabolisms, photosynthesis, photorespiration, fat and protein
metabolism, respiration, growth and development, phytohormones,
reproduction and environmental physiology"
AET 387 Junior Design Project,PHYS 211,3,"BIOL 105, BIOL 106, BIOL 217, one semester organic
chemistry recommended"
AET 398 CPT: Co-Operative Experience,STAT 154,0,"BIOL 215, BIOL 217
BIOL 451 Agroecology 4 credits
Lecture/laboratory course that presents an integrated view of plant
biology, crop science, ecology, sustainability and current issues in
biotechnology"
Hybrid and Electric Vehicles,AET 436,3,"BIOL 105, BIOL 106
BIOL 452 Biological Instrumentation 3 credits
The principle and operation of instruments and their application
to biological research"
AET 465 Automotive Laboratory Experience,AET 366,2,"BIOL 105, BIOL 106, or consent
BIOL 453 Biological Engineering Analysis I 4 credits
The application of engineering principles and skills as applied to
fermentation and to biological product recovery"
Automotive Research Methods,AET 468,4,"BIOL 270 and one semester each of calculus, physics, and
organic chemistry, taken concurrently with BIOL 456"
AET 488W Senior Design Project I,STAT 154,3,"BIOL 453, taken currently with BIOL 457
BIOL 456 Biotechnology Project/Laboratory I 3 credits
Practical laboratory experience in biotechnology through the selection
and development of a research project"
"Corequisites: MET 324, AET 468
AET 489W Senior Design Project II",AET 387,3,"Concurrent enrollment in BIOL 453
BIOL 457 Biotechnology Project/Laboratory II 3 credits
Continuation of Biotechnology Project/Laboratory I"
"Individual Study 1-4 credits
Prerequisites: Permission required
Aviation
AVIA 100 Aviation Program Orientation",AET 499,1,"BIOL 456, taken concurrently with BIOL 454
BIOL 466 Principles of Pharmacology 3 credits
A lecture course that examines mechanisms of drug action, physiological
responses and adverse reactions from sensitivities or allergies
through overdose"
World of Aviation,AVIA 101,3,"CHEM 201, BIOL 211"
Aviation Terminology,AVIA 102,3,"BIOL 105, BIOL 106, and BIOL 270
BIOL 473 Virology 3 credits
Viruses infect all living things, such as bacteria, fungi, plants, and
animals (including humans)"
Private Pilot,AVIA 150,3,"BIOL 105, BIOL 106, and BIOL 270
BIOL 474 Immunology 4 credits
Fundamental principles of humoral and cell mediated immunity and
the application of these principles"
Private Pilot Flight Lab,AVIA 151,2,"BIOL 105, BIOL 106, and BIOL 270
BIOL 475 Medical Microbiology 4 credits
This course will cover bacterial, fungal, and viral human pathogens: what
diseases they cause, how they cause disease, and how humans defend
against and prevent those diseases"
Private Pilot Helicopter Flight Lab,AVIA 152,3,"BIOL 270
BIOL 476 Microbial Physiology and Genetics 5 credits
This course presents the physiology and genetics of microorganisms
emphasizing those aspects unique to bacteria and archea"
Private Pilot Flight Lab II,AVIA 153,1,"BIOL 105, BIOL 106, BIOL 270
www"
Introduction to UAS,AVIA 160,3,"BIOL 105, BIOL 106 and BIOL 270
BIOL 479 Molecular Biology 4 credits
This course will cover both eukaryotic and prokaryotic molecular
biology including: DNA and RNA structure, transcription, regulation of
gene expression, RNA processing, protein synthesis, DNA replication,
mutagenesis and repair, recombination, and insertion elements"
Multi-Engine Flight Lab,AVIA 171,1,"BIOL 105, BIOL 106, BIOL 211
BIOL 481 Lab Supervision and Maintenance 1 credits
Experience in maintaining and supervising laboratories"
Theory of Flight,AVIA 201,3,"16 credits BIOL
BIOL 487 Nuclear Medicine Technology Internship I 17 credits
The clinical internship and training include lectures, demonstrations,
laboratory sessions, and clinical practicum in the area of nuclear
medicine technology in affiliation with Mayo School of Health Sciences
in Rochester, MN"
"or AVIA
240
AVIA 202 Principles of Air Navigation",AVIA 150,3,"Consent
BIOL 498 Internship II 1-12 credits
Experience in applied biology according to a prearranged training
program for a minimum of five 40-hour weeks"
AVIA 240 Instrument Pilot,AVIA 150,3,"Consent
BIOL 499 Individual Study 1-4 credits
Individual Study
Business
BUS 295 Professional Preparation for Business Careers 2 credits
This course is required for admission to the College of Business for all
business majors"
Instrument Pilot Flight Lab,AVIA 241,2,Must be admitted to a major
Instrument Pilot Helicopter Flight Lab,AVIA 242,3,"All other BBA program courses (excluding two capstone
courses) must be complete with a mastery of 70"
AVIA 243 Instrument Pilot Flight Lab II,AVIA 152,1,"BUS 491
Business Law
BLAW 200 Legal Environment of Business 3 credits
Application of law to business settings"
Commercial Pilot,AVIA 250,3,Permission of the Chairperson of the department
AVIA 251 Commercial Pilot Flight Lab,AVIA 240,2,"BLAW 200
BLAW 452 Employment Law 3 credits
Federal employment discrimination laws"
Commercial Pilot Helicopter Flight Lab,AVIA 252,3,"BLAW 200
BLAW 453 International Legal Environment of Business 3 credits
Legal aspects of United States global trade policies, regulation of
imports, contracting in the global marketplace, international marketing
concerns, structure of various international organizations and treaties"
AVIA 253 Commercial Pilot Flight Lab II,AVIA 242,2,"BLAW 200
BLAW 455 Legal Aspects of Banking and Finance 3 credits
Legal aspects of checks and promissory notes, forgery and the use of
counterfeit currency"
Helicopter Pilot,AVIA 270,3,"BLAW 200
BLAW 471 Technology and Intellectual Property Law 3 credits
This class examines major intellectual property legal issues particularly
as they apply to business, technology, innovation and digital media"
AVIA 275 Helicopter Flight Theory,AVIA 260,3,"BLAW 200
BLAW 476 Construction and Design Law 3 credits
Legal responsibilities of architects, engineers and contractors in dealing
with each other, the project"
Advanced Studies Orientation,AVIA 300,1,"BLAW 200
BLAW 477 Negotiation and Conflict Resolution 3 credits
This course examines the theory and practice of negotiation and trains
students to be effective, strategic and ethical negotiators"
Aviation Professional Communications,AVIA 305,1,"BLAW 200
BLAW 483 Special Topics 1-3 credits
Seminar topics may include women and the law, legal aspects of
entrepreneurship, mergers and acquisitions, legal rights in computer
software, investigating sexual harassment claims, copyright on
the internet, immigration law, steps to become an IPO, privacy
rights on computer networks, case studies in deregulation, legal
aspects of leveraged buyouts, corporate takeover and ESOP"
Intercollegiate Flight Team,AVIA 306,1,"High school algebra recommended
CHEM 111 Chemistry of Life Process Part II (Organic &
Biochemistry) 5 credits
This course is an introduction to organic chemistry and biological
chemistry"
Airline Operations,AVIA 333,3,"CHEM 106 or high school chemistry
CHEM 131 Forensic Science 3 credits
This chemistry course explores the scientific methods used in criminal
investigations"
Aviation Management,AVIA 334,3,High school chemistry or 
Basic Aircraft Systems,AVIA 336,3,"CHEM 191
CHEM 201 General Chemistry I 5 credits
Introduction to the basic principles of chemistry including atomic
and molecular structure, bonding, chemical reactions, stoichiometry,
thermodynamics and states of matter"
